Year,Make,Model,Vehicle class,Engine Power (kW),Fuel Type,City (E) (kWh/100 km),Highway (E) (kWh/100 km),Combined (E) (kWh/100 km),City (E) (Le/100 km),Highway (E) (Le/100 km),Combined (E) (Le/100 km),Range (km),Recharge time (h),Price (euros)
2022,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,E,20.4,21.2,20.8,2.3,2.4,2.3,560,15.0,0
2022,Tesla,Model X,Sport utility vehicle: Standard,494,E,19.7,21.7,20.6,2.2,2.4,2.3,560,14.0,0
2022,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,E,20.4,22.5,21.4,2.3,2.5,2.4,536,14.0,0
2022,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,E,22.3,23.8,22.9,2.5,2.7,2.6,500,14.0,0
2022,Tesla,Model Y AWD,Sport utility vehicle: Small,291,E,16.3,18.1,17.1,1.8,2.0,1.9,449,9.0,0
2022,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,E,16.5,17.9,17.2,1.9,2.0,1.9,531,10.0,0
2022,Tesla,Model Y Performance,Sport utility vehicle: Small,312,E,18.2,19.8,18.9,2.0,2.2,2.1,488,10.0,70000
2022,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,150,E,18.7,22.0,20.2,2.1,2.5,2.3,422,7.5,0
2022,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,220,E,21.0,23.2,22.0,2.4,2.6,2.5,394,7.5,0
2022,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,E,22.2,26.1,23.9,2.5,2.9,2.7,364,8.0,0
2022,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,E,22.8,26.6,24.5,2.6,3.0,2.8,359,8.0,0
