Year,Make,Model,Vehicle class,Engine Capacity (cm3),Fuel Type,City (F) (L/100 km),Highway (F) (L/100 km),Combined (F) (L/100 km),Price (euros)
2018,Acura,ILX,Compact,2400.0,PG,9.4,6.8,8.2,0
2018,Acura,MDX SH-AWD,Sport utility vehicle: Small,3500.0,PG,12.6,9.0,11.0,0
2018,Acura,MDX SH-AWD Elite,Sport utility vehicle: Small,3500.0,PG,12.2,9.0,10.7,0
2018,Acura,MDX Hybrid AWD,Sport utility vehicle: Small,3000.0,PG,9.1,9.0,9.0,0
2018,Acura,NSX,Two-seater,3500.0,PG,11.1,10.8,11.0,0
2018,Acura,RDX AWD,Sport utility vehicle: Small,3500.0,PG,12.4,8.7,10.7,0
2018,Acura,RLX Hybrid,Mid-size,3500.0,PG,8.4,8.2,8.4,0
2018,Acura,TLX,Compact,2400.0,PG,10.0,7.1,8.7,0
2018,Acura,TLX A-SPEC,Compact,2400.0,PG,10.2,7.4,8.9,0
2018,Acura,TLX SH-AWD,Compact,3500.0,PG,11.4,7.7,9.8,0
2018,Acura,TLX SH-AWD A-SPEC,Compact,3500.0,PG,12.0,8.2,10.3,0
2018,Alfa Romeo,4C Coupe,Two-seater,1800.0,PG,9.7,6.9,8.4,0
2018,Alfa Romeo,4C Spider,Two-seater,1800.0,PG,9.7,6.9,8.4,0
2018,Alfa Romeo,Giulia,Mid-size,2000.0,PG,10.0,7.2,8.7,0
2018,Alfa Romeo,Giulia AWD,Mid-size,2000.0,PG,10.5,7.7,9.2,0
2018,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2900.0,PG,13.8,9.6,11.9,0
2018,Alfa Romeo,Stelvio AWD,Sport utility vehicle: Small,2000.0,PG,10.8,8.3,9.6,0
2018,Alfa Romeo,Stelvio Quadrifoglio,Sport utility vehicle: Small,2900.0,PG,14.1,10.4,12.4,0
2018,Aston Martin,DB11 V8,Minicompact,4000.0,PG,13.0,9.8,11.5,0
2018,Aston Martin,DB11 V12,Minicompact,5200.0,PG,15.5,11.4,13.7,0
2018,Aston Martin,Rapide S,Subcompact,6000.0,PG,16.7,10.9,14.1,0
2018,Aston Martin,Vanquish,Minicompact,6000.0,PG,17.5,11.4,14.7,0
2018,Audi,A3,Subcompact,2000.0,G,9.1,6.8,8.0,0
2018,Audi,A3 quattro,Subcompact,2000.0,G,9.7,7.5,8.7,0
2018,Audi,A3 Cabriolet quattro,Subcompact,2000.0,G,10.8,8.0,9.5,0
2018,Audi,A4,Compact,2000.0,PG,8.6,6.4,7.6,0
2018,Audi,A4 quattro,Compact,2000.0,PG,10.0,7.0,8.7,0
2018,Audi,A4 quattro,Compact,2000.0,PG,9.9,7.1,8.7,0
2018,Audi,A4 allroad quattro,Station wagon: Small,2000.0,PG,10.5,7.9,9.3,0
2018,Audi,A5 quattro,Subcompact,2000.0,PG,10.0,7.0,8.7,0
2018,Audi,A5 quattro,Subcompact,2000.0,PG,9.9,7.1,8.7,0
2018,Audi,A5 Cabriolet quattro,Subcompact,2000.0,PG,10.0,7.0,8.7,0
2018,Audi,A5 Sportback quattro,Mid-size,2000.0,PG,10.0,7.0,8.7,0
2018,Audi,A6 quattro,Mid-size,2000.0,PG,10.6,7.5,9.2,0
2018,Audi,A6 quattro,Mid-size,3000.0,PG,11.5,8.2,10.0,0
2018,Audi,A7 quattro,Mid-size,3000.0,PG,11.5,8.2,10.0,0
2018,Audi,A8,Full-size,3000.0,PG,12.6,8.0,10.5,0
2018,Audi,A8,Full-size,4000.0,PG,15.1,9.1,12.4,0
2018,Audi,A8L,Full-size,4000.0,PG,15.1,9.1,12.4,0
2018,Audi,Q3,Compact,2000.0,PG,11.6,8.3,10.1,0
2018,Audi,Q3 quattro,Compact,2000.0,PG,11.9,8.4,10.3,40000
2018,Audi,Q5,Sport utility vehicle: Small,2000.0,PG,10.4,8.6,9.6,0
2018,Audi,Q7,Sport utility vehicle: Standard,2000.0,PG,12.2,9.5,11.0,0
2018,Audi,Q7,Sport utility vehicle: Standard,3000.0,PG,12.6,9.4,11.1,0
2018,Audi,R8,Two-seater,5200.0,PG,16.0,9.5,13.1,0
2018,Audi,R8 quattro,Two-seater,5200.0,PG,17.1,11.3,14.5,0
2018,Audi,R8 Spyder,Two-seater,5200.0,PG,17.1,11.3,14.5,0
2018,Audi,RS 3,Subcompact,2500.0,PG,12.4,8.3,10.5,0
2018,Audi,RS 5,Subcompact,2900.0,PG,12.9,8.9,11.1,0
2018,Audi,RS 7,Mid-size,4000.0,PG,17.0,9.6,13.7,0
2018,Audi,S3,Subcompact,2000.0,PG,10.6,8.3,9.6,0
2018,Audi,S4,Compact,3000.0,PG,11.5,8.0,9.9,0
2018,Audi,S5,Subcompact,3000.0,PG,11.5,8.0,9.9,0
2018,Audi,S5 Cabriolet,Subcompact,3000.0,PG,11.9,8.1,10.2,0
2018,Audi,S5 Sportback,Mid-size,3000.0,PG,11.5,8.0,9.9,0
2018,Audi,S6,Mid-size,4000.0,PG,15.0,10.0,12.8,0
2018,Audi,S7,Mid-size,4000.0,PG,15.0,10.0,12.8,0
2018,Audi,S8,Mid-size,4000.0,PG,16.2,9.9,13.4,0
2018,Audi,SQ5,Sport utility vehicle: Small,3000.0,PG,12.7,10.0,11.5,0
2018,Audi,TT Coupe quattro,Subcompact,2000.0,G,10.1,7.8,9.1,0
2018,Audi,TT Roadster quattro,Two-seater,2000.0,G,10.1,7.8,9.1,0
2018,Audi,TT RS,Subcompact,2500.0,PG,12.3,8.2,10.5,0
2018,Audi,TTS Coupe,Subcompact,2000.0,PG,10.3,8.6,9.5,0
2018,Bentley,Bentayga,Sport utility vehicle: Standard,6000.0,PG,18.8,12.2,15.9,0
2018,Bentley,Continental GT Convertible,Compact,6000.0,PG,20.4,12.0,16.6,0
2018,Bentley,Continental Supersports,Compact,6000.0,PG,20.4,12.0,16.6,0
2018,Bentley,Flying Spur,Mid-size,4000.0,PG,18.8,10.7,15.1,0
2018,Bentley,Flying Spur,Mid-size,6000.0,PG,20.4,12.0,16.6,0
2018,Bentley,Mulsanne,Mid-size,6800.0,PG,20.9,13.0,17.3,0
2018,BMW,230i xDrive Cabriolet,Subcompact,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,230i Coupe,Subcompact,2000.0,PG,9.8,6.8,8.4,0
2018,BMW,230i Coupe,Subcompact,2000.0,PG,11.1,7.3,9.4,0
2018,BMW,230i xDrive Coupe,Subcompact,2000.0,PG,9.9,7.1,8.6,0
2018,BMW,328d xDrive,Compact,2000.0,D,7.8,5.9,7.0,0
2018,BMW,328d xDrive Touring,Station wagon: Small,2000.0,D,7.8,5.9,7.0,0
2018,BMW,330i xDrive,Compact,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,330i xDrive Gran Turismo,Full-size,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,330i xDrive Touring,Station wagon: Small,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,340i,Compact,3000.0,PG,9.2,6.2,7.8,0
2018,BMW,340i,Compact,3000.0,PG,12.1,8.1,10.3,0
2018,BMW,340i xDrive,Compact,3000.0,PG,11.1,7.5,9.5,0
2018,BMW,340i xDrive,Compact,3000.0,PG,12.2,8.4,10.5,0
2018,BMW,340i xDrive Gran Turismo,Full-size,3000.0,PG,11.8,7.9,10.0,0
2018,BMW,430i xDrive Cabriolet,Subcompact,2000.0,PG,10.7,7.3,9.1,0
2018,BMW,430i xDrive Coupe,Compact,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,430i xDrive Gran Coupe,Compact,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,440i xDrive Cabriolet,Subcompact,3000.0,PG,11.8,7.9,10.0,0
2018,BMW,440i Coupe,Compact,3000.0,PG,9.2,6.2,7.8,0
2018,BMW,440i Coupe,Compact,3000.0,PG,12.1,8.1,10.3,0
2018,BMW,440i xDrive Coupe,Compact,3000.0,PG,11.1,7.5,9.5,0
2018,BMW,440i xDrive Coupe,Compact,3000.0,PG,12.2,8.4,10.5,0
2018,BMW,440i xDrive Gran Coupe,Compact,3000.0,PG,11.1,7.5,9.5,0
2018,BMW,530i xDrive,Mid-size,2000.0,PG,10.2,7.2,8.9,0
2018,BMW,540i xDrive,Mid-size,3000.0,PG,11.6,8.1,10.0,0
2018,BMW,640i xDrive Cabriolet,Subcompact,3000.0,PG,12.3,8.4,10.5,0
2018,BMW,640i xDrive Gran Coupe,Compact,3000.0,PG,12.3,8.4,10.5,0
2018,BMW,640i xDrive Gran Turismo,Full-size,3000.0,PG,11.9,8.4,10.3,0
2018,BMW,650i xDrive Cabriolet,Subcompact,4400.0,PG,14.7,9.6,12.4,0
2018,BMW,650i xDrive Coupe,Subcompact,4400.0,PG,14.0,10.0,12.2,0
2018,BMW,650i xDrive Gran Coupe,Compact,4400.0,PG,14.7,9.6,12.4,0
2018,BMW,750i xDrive,Full-size,4400.0,PG,14.7,9.6,12.4,0
2018,BMW,750i xDrive SWB,Full-size,4400.0,PG,14.3,9.4,12.1,0
2018,BMW,Alpina B6 xDrive Gran Coupe,Compact,4400.0,PG,14.7,9.6,12.4,0
2018,BMW,M2,Subcompact,3000.0,PG,11.8,8.9,10.5,0
2018,BMW,M2,Subcompact,3000.0,PG,13.1,9.2,11.4,0
2018,BMW,M240i Cabriolet,Subcompact,3000.0,PG,10.9,7.7,9.5,0
2018,BMW,M240i Cabriolet,Subcompact,3000.0,PG,12.7,8.7,10.9,0
2018,BMW,M240i xDrive Cabriolet,Subcompact,3000.0,PG,11.2,7.8,9.7,0
2018,BMW,M240i Coupe,Subcompact,3000.0,PG,10.9,7.7,9.5,0
2018,BMW,M240i Coupe,Subcompact,3000.0,PG,12.5,8.4,10.7,0
2018,BMW,M240i xDrive Coupe,Subcompact,3000.0,PG,11.2,7.8,9.7,0
2018,BMW,M3,Compact,3000.0,PG,13.5,9.9,11.9,0
2018,BMW,M3,Compact,3000.0,PG,13.5,9.3,11.6,0
2018,BMW,M4 Cabriolet,Subcompact,3000.0,PG,14.5,10.5,12.7,0
2018,BMW,M4 Cabriolet,Subcompact,3000.0,PG,13.8,9.4,11.9,0
2018,BMW,M4 Coupe,Compact,3000.0,PG,13.5,9.9,11.9,0
2018,BMW,M4 Coupe,Compact,3000.0,PG,13.5,9.3,11.6,0
2018,BMW,M550i xDrive,Mid-size,4400.0,PG,14.3,9.4,12.1,0
2018,BMW,M6 Cabriolet,Subcompact,4400.0,PG,17.3,11.6,14.7,0
2018,BMW,M6 Cabriolet,Subcompact,4400.0,PG,16.2,10.9,13.8,0
2018,BMW,M6 Coupe,Subcompact,4400.0,PG,17.3,11.6,14.7,0
2018,BMW,M6 Coupe,Subcompact,4400.0,PG,16.2,10.9,13.8,0
2018,BMW,M6 Gran Coupe,Compact,4400.0,PG,17.3,11.6,14.7,0
2018,BMW,M6 Gran Coupe,Compact,4400.0,PG,16.2,10.9,13.8,0
2018,BMW,M760i xDrive,Full-size,6600.0,PG,17.7,11.9,15.1,0
2018,BMW,X1 xDrive28i,Sport utility vehicle: Small,2000.0,PG,10.7,7.5,9.3,0
2018,BMW,X2 xDrive28i,Sport utility vehicle: Small,2000.0,PG,11.0,7.7,9.5,0
2018,BMW,X3 xDrive30i,Sport utility vehicle: Small,2000.0,PG,10.8,8.0,9.5,0
2018,BMW,X3 M40i,Sport utility vehicle: Small,3000.0,PG,11.7,8.6,10.3,0
2018,BMW,X4 xDrive28i,Sport utility vehicle: Small,2000.0,PG,11.8,8.6,10.3,0
2018,BMW,X4 M40i,Sport utility vehicle: Small,3000.0,PG,12.9,9.5,11.4,0
2018,BMW,X5 xDrive35d,Sport utility vehicle: Standard,3000.0,D,10.3,8.0,9.3,0
2018,BMW,X5 xDrive35i,Sport utility vehicle: Standard,3000.0,PG,13.0,9.8,11.5,0
2018,BMW,X5 xDrive50i,Sport utility vehicle: Standard,4400.0,PG,15.4,11.2,13.5,0
2018,BMW,X5 M,Sport utility vehicle: Standard,4400.0,PG,16.6,12.1,14.6,0
2018,BMW,X6 xDrive35i,Sport utility vehicle: Standard,3000.0,PG,13.0,9.8,11.5,0
2018,BMW,X6 xDrive50i,Sport utility vehicle: Standard,4400.0,PG,15.4,11.2,13.5,0
2018,BMW,X6 M,Sport utility vehicle: Standard,4400.0,PG,16.6,12.1,14.6,0
2018,Bugatti,Chiron,Two-seater,8000.0,PG,26.8,16.6,22.2,0
2018,Buick,Enclave,Sport utility vehicle: Standard,3600.0,G,12.9,9.0,11.2,0
2018,Buick,Enclave AWD,Sport utility vehicle: Standard,3600.0,G,13.8,9.4,11.8,0
2018,Buick,Encore,Sport utility vehicle: Small,1400.0,G,9.3,7.2,8.3,0
2018,Buick,Encore (SIDI with Stop/Start),Sport utility vehicle: Small,1400.0,G,8.6,7.1,7.9,0
2018,Buick,Encore AWD,Sport utility vehicle: Small,1400.0,G,9.9,7.8,8.9,0
2018,Buick,Encore AWD (SIDI with Stop/Start),Sport utility vehicle: Small,1400.0,G,9.0,7.6,8.3,0
2018,Buick,Envision AWD,Sport utility vehicle: Small,2000.0,PG,11.8,9.1,10.6,0
2018,Buick,Envision AWD,Sport utility vehicle: Small,2500.0,G,11.1,8.6,10.0,0
2018,Buick,Lacrosse eAssist,Mid-size,2500.0,G,9.3,6.7,8.1,0
2018,Buick,Lacrosse,Mid-size,3600.0,G,11.3,7.9,9.7,0
2018,Buick,Lacrosse AWD,Mid-size,3600.0,G,11.8,8.0,10.1,0
2018,Buick,Regal,Full-size,2000.0,PG,10.7,7.4,9.2,0
2018,Buick,Regal AWD,Full-size,2000.0,PG,11.0,8.0,9.6,0
2018,Buick,Regal AWD,Full-size,3600.0,G,12.4,8.7,10.7,0
2018,Cadillac,ATS,Compact,2000.0,PG,10.5,7.7,9.2,0
2018,Cadillac,ATS,Compact,2000.0,PG,12.0,8.2,10.3,0
2018,Cadillac,ATS,Compact,3600.0,G,11.6,8.0,10.0,0
2018,Cadillac,ATS AWD,Compact,2000.0,PG,10.8,7.9,9.5,0
2018,Cadillac,ATS AWD,Compact,3600.0,G,12.1,8.6,10.5,0
2018,Cadillac,ATS-V,Compact,3600.0,PG,13.9,9.4,11.9,0
2018,Cadillac,ATS-V,Compact,3600.0,PG,14.4,10.4,12.6,0
2018,Cadillac,CT6,Full-size,2000.0,PG,11.0,7.8,9.5,0
2018,Cadillac,CT6 AWD,Full-size,3000.0,PG,13.0,9.1,11.2,0
2018,Cadillac,CT6 AWD,Full-size,3600.0,G,13.0,8.9,11.1,0
2018,Cadillac,CTS,Mid-size,2000.0,PG,11.0,7.8,9.5,0
2018,Cadillac,CTS,Mid-size,3600.0,G,11.6,8.0,10.0,0
2018,Cadillac,CTS AWD,Mid-size,2000.0,PG,11.2,8.2,9.8,0
2018,Cadillac,CTS AWD,Mid-size,3600.0,G,12.1,8.6,10.5,0
2018,Cadillac,CTS Vsport,Mid-size,3600.0,PG,15.0,9.9,12.7,0
2018,Cadillac,CTS-V,Mid-size,6200.0,PG,16.5,11.1,14.0,0
2018,Cadillac,Escalade 4WD,Sport utility vehicle: Standard,6200.0,PG,16.6,10.9,14.0,0
2018,Cadillac,XT5,Sport utility vehicle: Small,3600.0,G,12.1,8.9,10.6,0
2018,Cadillac,XT5 AWD,Sport utility vehicle: Small,3600.0,G,12.8,9.3,11.2,0
2018,Cadillac,XTS,Full-size,3600.0,G,13.2,8.5,11.1,0
2018,Cadillac,XTS AWD,Full-size,3600.0,G,13.7,9.0,11.6,0
2018,Cadillac,XTS Vsport AWD,Full-size,3600.0,PG,15.0,10.2,12.8,0
2018,Chevrolet,Camaro,Subcompact,2000.0,PG,10.8,7.6,9.4,0
2018,Chevrolet,Camaro,Subcompact,2000.0,PG,11.9,7.9,10.1,0
2018,Chevrolet,Camaro,Subcompact,3600.0,G,12.3,8.2,10.4,0
2018,Chevrolet,Camaro,Subcompact,3600.0,G,14.4,8.4,11.7,0
2018,Chevrolet,Camaro SS,Subcompact,6200.0,PG,14.2,8.7,11.7,0
2018,Chevrolet,Camaro SS,Subcompact,6200.0,PG,14.3,9.4,12.1,0
2018,Chevrolet,Camaro ZL1,Subcompact,6200.0,PG,18.8,11.3,15.4,0
2018,Chevrolet,Camaro ZL1,Subcompact,6200.0,PG,17.1,12.0,14.8,0
2018,Chevrolet,City Express,Special purpose vehicle,2000.0,G,9.8,8.8,9.3,0
2018,Chevrolet,Colorado,Pickup truck: Small,2500.0,G,12.1,9.2,10.8,0
2018,Chevrolet,Colorado,Pickup truck: Small,2500.0,G,11.9,9.2,10.7,0
2018,Chevrolet,Colorado,Pickup truck: Small,2800.0,D,10.8,8.0,9.6,0
2018,Chevrolet,Colorado,Pickup truck: Small,3600.0,G,13.4,9.6,11.7,0
2018,Chevrolet,Colorado 4WD,Pickup truck: Small,2500.0,G,12.6,9.8,11.3,0
2018,Chevrolet,Colorado 4WD,Pickup truck: Small,2800.0,D,12.1,8.3,10.4,0
2018,Chevrolet,Colorado 4WD,Pickup truck: Small,3600.0,G,14.1,10.0,12.2,0
2018,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2800.0,D,12.5,10.7,11.7,0
2018,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3600.0,G,15.0,13.0,14.1,0
2018,Chevrolet,Corvette,Two-seater,6200.0,PG,15.5,9.2,12.7,0
2018,Chevrolet,Corvette,Two-seater,6200.0,PG,14.2,9.0,11.9,0
2018,Chevrolet,Corvette Z06,Two-seater,6200.0,PG,17.6,10.3,14.3,0
2018,Chevrolet,Corvette Z06,Two-seater,6200.0,PG,15.6,10.6,13.4,0
2018,Chevrolet,Cruze,Compact,1400.0,G,8.0,5.9,7.1,0
2018,Chevrolet,Cruze Premier,Compact,1400.0,G,8.1,6.0,7.2,0
2018,Chevrolet,Cruze,Compact,1400.0,G,8.6,5.8,7.4,0
2018,Chevrolet,Cruze Diesel,Compact,1600.0,D,7.7,5.0,6.5,25000
2018,Chevrolet,Cruze Diesel,Compact,1600.0,D,7.8,4.6,6.3,25000
2018,Chevrolet,Cruze Hatchback,Mid-size,1400.0,G,8.1,6.2,7.3,0
2018,Chevrolet,Cruze Hatchback Premier,Mid-size,1400.0,G,8.4,6.4,7.5,0
2018,Chevrolet,Cruze Hatchback,Mid-size,1400.0,G,8.6,6.2,7.5,0
2018,Chevrolet,Cruze Hatchback Diesel,Mid-size,1600.0,D,7.8,5.2,6.6,0
2018,Chevrolet,Cruze Hatchback Diesel,Mid-size,1600.0,D,8.1,4.9,6.7,0
2018,Chevrolet,Equinox,Sport utility vehicle: Small,1500.0,G,9.2,7.3,8.3,0
2018,Chevrolet,Equinox,Sport utility vehicle: Small,1600.0,D,8.5,6.0,7.4,0
2018,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1500.0,G,9.8,7.9,8.9,0
2018,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1600.0,D,8.5,6.1,7.4,0
2018,Chevrolet,Equinox AWD,Sport utility vehicle: Small,2000.0,PG,10.9,8.3,9.7,0
2018,Chevrolet,Impala,Full-size,2500.0,G,10.9,7.9,9.5,0
2018,Chevrolet,Impala FFV,Full-size,3600.0,G,12.7,8.5,10.8,0
2018,Chevrolet,Impala FFV,Full-size,3600.0,ET,17.2,11.6,14.6,0
2018,Chevrolet,Malibu,Mid-size,1500.0,G,8.8,6.5,7.8,0
2018,Chevrolet,Malibu,Mid-size,2000.0,PG,10.5,7.4,9.1,0
2018,Chevrolet,Malibu Hybrid,Mid-size,1800.0,G,4.8,5.5,5.1,0
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,4300.0,G,13.4,10.0,11.8,0
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,4300.0,ET,19.3,14.4,17.1,0
2018,Chevrolet,Silverado,Pickup truck: Standard,5300.0,G,14.6,10.3,12.7,0
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,5300.0,G,14.6,10.3,12.7,0
2018,Chevrolet,Silverado FFV,Pickup truck: Standard,5300.0,ET,19.7,13.9,17.1,0
2018,Chevrolet,Silverado,Pickup truck: Standard,5300.0,G,14.9,10.9,13.1,0
2018,Chevrolet,Silverado eAssist,Pickup truck: Standard,5300.0,G,13.4,10.0,11.8,0
2018,Chevrolet,Silverado,Pickup truck: Standard,6200.0,PG,15.9,11.2,13.8,0
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,4300.0,G,14.1,10.6,12.5,0
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,4300.0,ET,20.2,15.2,18.0,0
2018,Chevrolet,Silverado 4WD,Pickup truck: Standard,5300.0,G,15.0,10.7,13.1,0
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5300.0,G,15.0,10.7,13.1,0
2018,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5300.0,ET,21.0,15.0,18.3,0
2018,Chevrolet,Silverado 4WD,Pickup truck: Standard,5300.0,G,15.6,11.6,13.8,0
2018,Chevrolet,Silverado eAssist 4WD,Pickup truck: Standard,5300.0,G,14.4,11.2,13.0,0
2018,Chevrolet,Silverado 4WD,Pickup truck: Standard,6200.0,PG,16.0,11.7,14.1,0
2018,Chevrolet,Sonic,Compact,1400.0,G,8.8,6.6,7.8,0
2018,Chevrolet,Sonic,Compact,1400.0,G,8.4,6.3,7.4,0
2018,Chevrolet,Sonic,Compact,1800.0,G,9.3,7.0,8.3,0
2018,Chevrolet,Sonic,Compact,1800.0,G,9.2,6.8,8.1,0
2018,Chevrolet,Sonic 5,Station wagon: Small,1400.0,G,8.8,6.6,7.8,0
2018,Chevrolet,Sonic 5,Station wagon: Small,1400.0,G,8.4,6.3,7.4,0
2018,Chevrolet,Sonic 5,Station wagon: Small,1800.0,G,9.3,7.0,8.3,0
2018,Chevrolet,Sonic 5,Station wagon: Small,1800.0,G,9.2,6.8,8.1,0
2018,Chevrolet,Spark,Subcompact,1400.0,G,7.8,6.2,7.1,0
2018,Chevrolet,Spark,Subcompact,1400.0,G,8.0,6.0,7.1,0
2018,Chevrolet,Suburban,Sport utility vehicle: Standard,5300.0,G,15.1,10.4,13.0,0
2018,Chevrolet,Suburban FFV,Sport utility vehicle: Standard,5300.0,G,15.1,10.4,13.0,0
2018,Chevrolet,Suburban FFV,Sport utility vehicle: Standard,5300.0,ET,19.8,13.9,17.2,0
2018,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5300.0,G,15.3,10.9,13.3,0
2018,Chevrolet,Suburban 4WD FFV,Sport utility vehicle: Standard,5300.0,G,15.3,10.9,13.3,0
2018,Chevrolet,Suburban 4WD FFV,Sport utility vehicle: Standard,5300.0,ET,22.3,15.7,19.3,0
2018,Chevrolet,Tahoe,Sport utility vehicle: Standard,5300.0,G,15.1,10.4,13.0,0
2018,Chevrolet,Tahoe FFV,Sport utility vehicle: Standard,5300.0,G,15.1,10.4,13.0,0
2018,Chevrolet,Tahoe FFV,Sport utility vehicle: Standard,5300.0,ET,19.8,13.9,17.2,0
2018,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5300.0,G,15.2,10.8,13.2,0
2018,Chevrolet,Tahoe 4WD FFV,Sport utility vehicle: Standard,5300.0,G,15.2,10.8,13.2,0
2018,Chevrolet,Tahoe 4WD FFV,Sport utility vehicle: Standard,5300.0,ET,20.8,14.5,18.0,0
2018,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6200.0,PG,16.4,10.7,13.8,0
2018,Chevrolet,Traverse,Sport utility vehicle: Standard,2000.0,PG,11.7,9.0,10.5,0
2018,Chevrolet,Traverse,Sport utility vehicle: Standard,3600.0,G,12.9,8.7,11.0,0
2018,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,3600.0,G,13.7,9.4,11.8,0
2018,Chevrolet,Trax,Sport utility vehicle: Small,1400.0,G,9.3,7.2,8.3,0
2018,Chevrolet,Trax,Sport utility vehicle: Small,1400.0,G,9.2,7.1,8.2,0
2018,Chevrolet,Trax 4WD,Sport utility vehicle: Small,1400.0,G,9.9,7.8,8.9,0
2018,Chrysler,300,Full-size,3600.0,G,12.4,7.8,10.3,0
2018,Chrysler,300 FFV,Full-size,3600.0,G,12.4,7.8,10.3,0
2018,Chrysler,300 FFV,Full-size,3600.0,ET,17.1,10.6,14.2,0
2018,Chrysler,300,Full-size,5700.0,G,14.7,9.4,12.3,0
2018,Chrysler,300 AWD,Full-size,3600.0,G,12.8,8.7,11.0,0
2018,Chrysler,300 AWD FFV,Full-size,3600.0,G,12.8,8.7,11.0,0
2018,Chrysler,300 AWD FFV,Full-size,3600.0,ET,17.6,12.0,15.0,0
2018,Chrysler,Pacifica,Minivan,3600.0,G,12.9,8.4,10.9,0
2018,Chrysler,Pacifica (Stop-Start),Minivan,3600.0,G,12.4,8.4,10.6,0
2018,Dodge,Challenger,Mid-size,3600.0,G,12.4,7.8,10.3,0
2018,Dodge,Challenger (MDS),Mid-size,5700.0,G,14.7,9.4,12.3,0
2018,Dodge,Challenger,Mid-size,5700.0,PG,15.6,10.1,13.1,0
2018,Dodge,Challenger (MDS),Mid-size,6400.0,PG,15.6,9.6,12.9,0
2018,Dodge,Challenger,Mid-size,6400.0,PG,16.7,10.4,13.9,0
2018,Dodge,Challenger GT AWD,Mid-size,3600.0,G,12.8,8.7,11.0,0
2018,Dodge,Challenger GT AWD FFV,Mid-size,3600.0,G,12.8,8.7,11.0,0
2018,Dodge,Challenger GT AWD FFV,Mid-size,3600.0,ET,17.6,12.0,15.0,0
2018,Dodge,Challenger SRT,Mid-size,6400.0,PG,16.7,10.4,13.9,0
2018,Dodge,Challenger SRT (MDS),Mid-size,6400.0,PG,15.6,9.6,12.9,0
2018,Dodge,Challenger SRT Demon,Mid-size,6200.0,PG,17.6,10.7,14.5,0
2018,Dodge,Challenger SRT Hellcat,Mid-size,6200.0,PG,17.6,10.7,14.5,0
2018,Dodge,Challenger SRT Hellcat,Mid-size,6200.0,PG,18.1,11.4,15.1,0
2018,Dodge,Charger,Full-size,3600.0,G,13.7,9.0,11.6,0
2018,Dodge,Charger FFV,Full-size,3600.0,G,13.7,9.0,11.6,0
2018,Dodge,Charger FFV,Full-size,3600.0,ET,18.9,12.7,16.1,0
2018,Dodge,Charger,Full-size,3600.0,G,12.4,7.8,10.3,0
2018,Dodge,Charger FFV,Full-size,3600.0,G,12.4,7.8,10.3,0
2018,Dodge,Charger FFV,Full-size,3600.0,ET,17.1,10.6,14.2,0
2018,Dodge,Charger (MDS),Full-size,5700.0,G,15.6,9.7,12.9,0
2018,Dodge,Charger (MDS),Full-size,5700.0,G,14.7,9.4,12.3,0
2018,Dodge,Charger (MDS),Full-size,6400.0,PG,15.6,9.6,12.9,0
2018,Dodge,Charger AWD,Full-size,3600.0,G,12.8,8.7,11.0,0
2018,Dodge,Charger AWD FFV,Full-size,3600.0,G,12.8,8.7,11.0,0
2018,Dodge,Charger AWD FFV,Full-size,3600.0,ET,17.6,12.0,15.0,0
2018,Dodge,Charger AWD (MDS),Full-size,5700.0,G,16.0,10.1,13.3,0
2018,Dodge,Charger SRT (MDS),Full-size,6400.0,PG,15.6,9.6,12.9,0
2018,Dodge,Charger SRT Hellcat,Full-size,6200.0,PG,17.6,10.7,14.5,0
2018,Dodge,Durango AWD,Sport utility vehicle: Standard,3600.0,G,12.7,9.6,11.3,0
2018,Dodge,Durango AWD,Sport utility vehicle: Standard,5700.0,G,16.7,10.9,14.1,0
2018,Dodge,Durango AWD SRT,Sport utility vehicle: Standard,6400.0,PG,18.3,12.2,15.6,0
2018,Dodge,Grand Caravan FFV,Minivan,3600.0,G,13.7,9.4,11.8,0
2018,Dodge,Grand Caravan FFV,Minivan,3600.0,ET,19.4,13.3,16.7,0
2018,Dodge,Journey,Sport utility vehicle: Small,2400.0,G,12.7,9.2,11.1,0
