Year,Make,Model,Vehicle class,Engine Capacity (cm3),Fuel Type,City (F) (L/100 km),Highway (F) (L/100 km),Combined (F) (L/100 km),Price (euros)
2020,Mercedes-Benz,E 450 4MATIC,Mid-size,3000.0,PG,11.8,8.5,10.4,0
2020,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3000.0,PG,12.7,10.1,11.6,0
2020,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3000.0,PG,12.5,9.1,11.0,0
2020,Mercedes-Benz,E 450 4MATIC Wagon,Station wagon: Mid-size,3000.0,PG,12.3,8.9,10.8,0
2020,Mercedes-Benz,G 550,Sport utility vehicle: Standard,4000.0,PG,18.0,14.1,16.3,0
2020,Mercedes-Benz,GLA 250 4MATIC,Sport utility vehicle: Small,2000.0,PG,10.2,7.5,9.0,0
2020,Mercedes-Benz,GLB 250 4MATIC,Sport utility vehicle: Small,2000.0,PG,10.1,7.7,9.0,0
2020,Mercedes-Benz,GLC 300 4MATIC,Sport utility vehicle: Small,2000.0,PG,11.2,8.5,10.0,0
2020,Mercedes-Benz,GLC 300 4MATIC Coupe,Sport utility vehicle: Small,2000.0,PG,11.2,8.7,10.0,0
2020,Mercedes-Benz,GLE 350 4MATIC,Sport utility vehicle: Standard,2000.0,PG,12.1,8.8,10.6,0
2020,Mercedes-Benz,GLE 450 4MATIC,Sport utility vehicle: Standard,3000.0,PG,12.1,9.9,11.1,0
2020,Mercedes-Benz,GLS 450 4MATIC,Sport utility vehicle: Standard,3000.0,PG,12.2,10.4,11.4,0
2020,Mercedes-Benz,GLS 580 4MATIC,Sport utility vehicle: Standard,4000.0,PG,14.3,11.4,13.0,0
2020,Mercedes-Benz,Maybach S 560 4MATIC,Full-size,4000.0,PG,14.4,9.5,12.2,0
2020,Mercedes-Benz,Maybach S 650,Full-size,6000.0,PG,18.4,11.1,15.1,0
2020,Mercedes-Benz,Metris Cargo,Special purpose vehicle,2000.0,PG,11.1,9.8,10.5,0
2020,Mercedes-Benz,Metris Cargo LWB,Special purpose vehicle,2000.0,PG,11.1,9.7,10.5,0
2020,Mercedes-Benz,Metris Passenger,Special purpose vehicle,2000.0,PG,11.8,9.9,11.0,0
2020,Mercedes-Benz,S 450 4MATIC SWB,Mid-size,3000.0,PG,12.8,8.5,10.8,0
2020,Mercedes-Benz,S 560 4MATIC SWB,Mid-size,4000.0,PG,13.7,8.8,11.5,0
2020,Mercedes-Benz,S 560 4MATIC,Full-size,4000.0,PG,13.5,8.6,11.3,0
2020,Mercedes-Benz,S 560 Cabriolet,Subcompact,4000.0,PG,13.8,9.1,11.7,0
2020,Mercedes-Benz,S 560 4MATIC Coupe,Compact,4000.0,PG,13.8,8.8,11.5,0
2020,Mercedes-Benz,SL 450 ,Two-seater,3000.0,PG,12.1,8.5,10.5,0
2020,Mercedes-Benz,SL 550,Two-seater,4700.0,PG,13.5,9.3,11.6,0
2020,Mercedes-Benz,SLC 300,Two-seater,2000.0,PG,10.1,7.3,8.8,0
2020,MINI,Cooper 3 Door,Subcompact,1500.0,PG,8.3,6.4,7.5,0
2020,MINI,Cooper 5 Door,Subcompact,1500.0,PG,8.3,6.4,7.5,0
2020,MINI,Cooper Clubman ALL4,Mid-size,1500.0,PG,9.7,7.0,8.5,0
2020,MINI,Cooper Convertible,Minicompact,1500.0,PG,8.3,6.4,7.5,0
2020,MINI,Cooper Countryman ALL4,Mid-size,1500.0,PG,9.8,7.1,8.6,0
2020,MINI,Cooper S 3 Door,Subcompact,2000.0,PG,8.9,6.6,7.9,0
2020,MINI,Cooper S 5 Door,Subcompact,2000.0,PG,8.9,6.6,7.9,0
2020,MINI,Cooper S Clubman ALL4,Mid-size,2000.0,PG,10.2,7.4,8.9,0
2020,MINI,Cooper S Convertible,Minicompact,2000.0,PG,9.2,6.9,8.1,0
2020,MINI,Cooper S Countryman ALL4,Mid-size,2000.0,PG,10.4,7.5,9.1,0
2020,MINI,John Cooper Works 3 Door,Subcompact,2000.0,PG,9.2,6.9,8.1,0
2020,MINI,John Cooper Works Clubman ALL4,Mid-size,2000.0,PG,10.1,7.6,9.0,0
2020,MINI,John Cooper Works Convertible,Minicompact,2000.0,PG,9.4,7.1,8.3,0
2020,MINI,John Cooper Works Countryman ALL4,Mid-size,2000.0,PG,10.0,7.8,9.0,0
2020,Mitsubishi,Eclipse Cross 4WD,Sport utility vehicle: Small,1500.0,G,9.6,8.9,9.3,0
2020,Mitsubishi,Mirage,Compact,1200.0,G,6.6,5.6,6.2,0
2020,Mitsubishi,Mirage,Compact,1200.0,G,7.1,5.8,6.5,0
2020,Mitsubishi,Outlander 4WD,Sport utility vehicle: Small,2400.0,G,9.9,8.1,9.1,0
2020,Mitsubishi,Outlander 4WD,Sport utility vehicle: Small,3000.0,PG,12.0,8.8,10.6,0
2020,Mitsubishi,RVR,Sport utility vehicle: Small,2000.0,G,9.7,7.8,8.8,0
2020,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2000.0,G,10.1,8.2,9.2,0
2020,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2400.0,G,10.3,8.3,9.4,0
2020,Nissan,370Z,Two-seater,3700.0,PG,12.6,9.3,11.1,0
2020,Nissan,370Z,Two-seater,3700.0,PG,13.3,9.3,11.5,0
2020,Nissan,370Z Roadster,Two-seater,3700.0,PG,13.0,9.7,11.5,0
2020,Nissan,370Z Roadster,Two-seater,3700.0,PG,13.6,9.7,11.8,0
2020,Nissan,Altima AWD,Mid-size,2500.0,G,9.1,6.5,7.9,0
2020,Nissan,Altima AWD SR/Platinum,Mid-size,2500.0,G,9.3,6.7,8.1,0
2020,Nissan,Armada 4WD,Sport utility vehicle: Standard,5600.0,G,17.5,12.9,15.4,0
2020,Nissan,Frontier,Pickup truck: Standard,3800.0,G,13.1,9.8,11.6,0
2020,Nissan,Frontier 4WD,Pickup truck: Standard,3800.0,G,13.8,10.2,12.2,0
2020,Nissan,GT-R,Subcompact,3800.0,PG,14.4,10.9,12.8,0
2020,Nissan,Kicks,Mid-size,1600.0,G,7.7,6.6,7.2,0
2020,Nissan,Maxima,Mid-size,3500.0,PG,11.6,7.9,9.9,0
2020,Nissan,Murano,Station wagon: Mid-size,3500.0,G,11.7,8.3,10.2,0
2020,Nissan,Murano AWD,Station wagon: Mid-size,3500.0,G,11.7,8.5,10.3,0
2020,Nissan,NV200 Cargo Van,Special purpose vehicle,2000.0,G,9.8,8.8,9.3,0
2020,Nissan,Qashqai,Station wagon: Small,2000.0,G,8.8,7.4,8.2,0
2020,Nissan,Qashqai,Station wagon: Small,2000.0,G,10.1,8.2,9.2,0
2020,Nissan,Qashqai AWD,Station wagon: Small,2000.0,G,9.0,7.7,8.4,0
2020,Nissan,Pathfinder,Sport utility vehicle: Small,3500.0,G,11.6,8.5,10.2,0
2020,Nissan,Pathfinder 4WD,Sport utility vehicle: Small,3500.0,G,12.1,8.9,10.7,0
2020,Nissan,Pathfinder 4WD Platinum,Sport utility vehicle: Small,3500.0,G,12.4,9.2,11.0,0
2020,Nissan,Rogue,Sport utility vehicle: Small,2500.0,G,9.1,7.1,8.2,0
2020,Nissan,Rogue AWD,Sport utility vehicle: Small,2500.0,G,9.6,7.5,8.7,0
2020,Nissan,Sentra,Mid-size,2000.0,G,8.0,6.0,7.1,0
2020,Nissan,Sentra SR,Mid-size,2000.0,G,8.2,6.2,7.3,0
2020,Nissan,Sentra,Mid-size,2000.0,G,9.4,6.4,8.0,0
2020,Nissan,Titan 4WD,Pickup truck: Standard,5600.0,PG,15.1,11.1,13.3,0
2020,Nissan,Titan 4WD Pro-4X,Pickup truck: Standard,5600.0,PG,15.1,11.2,13.3,0
2020,Nissan,Versa,Compact,1600.0,G,7.4,5.9,6.7,0
2020,Nissan,Versa,Compact,1600.0,G,8.6,6.7,7.7,0
2020,Porsche,718 Boxster,Two-seater,2000.0,PG,11.0,8.7,10.0,0
2020,Porsche,718 Boxster,Two-seater,2000.0,PG,11.7,8.9,10.5,0
2020,Porsche,718 Boxster T,Two-seater,2000.0,PG,11.2,8.7,10.1,0
2020,Porsche,718 Boxster T,Two-seater,2000.0,PG,11.7,8.9,10.5,0
2020,Porsche,718 Boxster S,Two-seater,2500.0,PG,12.2,9.2,10.9,0
2020,Porsche,718 Boxster S,Two-seater,2500.0,PG,12.5,9.6,11.2,0
2020,Porsche,718 Cayman,Two-seater,2000.0,PG,11.0,8.7,10.0,0
2020,Porsche,718 Cayman,Two-seater,2000.0,PG,11.7,8.9,10.5,0
2020,Porsche,718 Cayman T,Two-seater,2000.0,PG,11.2,8.7,10.1,0
2020,Porsche,718 Cayman T,Two-seater,2000.0,PG,11.7,8.9,10.5,0
2020,Porsche,718 Cayman S,Two-seater,2500.0,PG,12.2,9.2,10.9,0
2020,Porsche,718 Cayman S,Two-seater,2500.0,PG,12.5,9.6,11.2,0
2020,Porsche,718 Cayman GT4,Two-seater,4000.0,PG,14.3,10.4,12.5,0
2020,Porsche,718 Spyder,Two-seater,4000.0,PG,14.3,10.4,12.5,0
2020,Porsche,911 Carrera,Minicompact,3000.0,PG,13.1,9.8,11.6,0
2020,Porsche,911 Carrera 4,Minicompact,3000.0,PG,13.1,9.8,11.6,0
2020,Porsche,911 Carrera Cabriolet,Minicompact,3000.0,PG,13.6,10.0,12.0,0
2020,Porsche,911 Carrera 4 Cabriolet,Minicompact,3000.0,PG,13.1,9.7,11.6,0
2020,Porsche,911 Carrera S,Minicompact,3000.0,PG,13.1,9.7,11.5,0
2020,Porsche,911 Carrera S,Minicompact,3000.0,PG,13.8,9.3,11.8,0
2020,Porsche,911 Carrera 4S,Minicompact,3000.0,PG,13.1,10.2,11.8,0
2020,Porsche,911 Carrera 4S,Minicompact,3000.0,PG,13.8,9.8,12.0,0
2020,Porsche,911 Carrera S Cabriolet,Minicompact,3000.0,PG,12.7,10.2,11.6,0
2020,Porsche,911 Carrera S Cabriolet,Minicompact,3000.0,PG,13.8,9.3,11.8,0
2020,Porsche,911 Carrera 4S Cabriolet,Minicompact,3000.0,PG,13.1,10.2,11.8,0
2020,Porsche,911 Carrera 4S Cabriolet,Minicompact,3000.0,PG,13.8,9.7,12.0,0
2020,Porsche,Cayenne,Sport utility vehicle: Standard,3000.0,PG,12.5,10.3,11.5,0
2020,Porsche,Cayenne Coupe,Sport utility vehicle: Standard,3000.0,PG,12.7,10.3,11.6,0
2020,Porsche,Cayenne S,Sport utility vehicle: Standard,2900.0,PG,13.1,10.5,11.9,0
2020,Porsche,Cayenne S Coupe,Sport utility vehicle: Standard,2900.0,PG,13.4,10.9,12.3,0
2020,Porsche,Cayenne Turbo,Sport utility vehicle: Standard,4000.0,PG,15.6,12.4,14.1,0
2020,Porsche,Cayenne Turbo Coupe,Sport utility vehicle: Standard,4000.0,PG,15.8,12.2,14.2,0
2020,Porsche,Macan,Sport utility vehicle: Small,2000.0,PG,12.2,10.2,11.3,0
2020,Porsche,Macan S,Sport utility vehicle: Small,3000.0,PG,12.9,10.2,11.7,0
2020,Porsche,Macan GTS,Sport utility vehicle: Small,2900.0,PG,13.5,10.5,12.2,0
2020,Porsche,Macan Turbo,Sport utility vehicle: Small,2900.0,PG,13.5,10.7,12.3,0
2020,Porsche,Panamera,Full-size,3000.0,PG,12.4,8.7,10.7,0
2020,Porsche,Panamera 4,Full-size,3000.0,PG,12.4,9.0,10.9,0
2020,Porsche,Panamera 4 Executive,Full-size,3000.0,PG,12.4,9.0,10.9,0
2020,Porsche,Panamera 4 ST,Full-size,3000.0,PG,12.2,8.9,10.7,0
2020,Porsche,Panamera 4S,Full-size,2900.0,PG,13.1,8.9,11.2,0
2020,Porsche,Panamera 4S Executive,Full-size,2900.0,PG,13.1,8.9,11.2,0
2020,Porsche,Panamera 4S ST,Full-size,2900.0,PG,13.1,9.8,11.6,0
2020,Porsche,Panamera GTS,Full-size,4000.0,PG,14.5,10.2,12.6,0
2020,Porsche,Panamera GTS ST,Full-size,4000.0,PG,15.7,10.5,13.4,0
2020,Porsche,Panamera Turbo,Full-size,4000.0,PG,12.8,9.2,11.2,0
2020,Porsche,Panamera Turbo Executive,Full-size,4000.0,PG,12.8,9.2,11.2,0
2020,Porsche,Panamera Turbo ST,Full-size,4000.0,PG,13.4,10.1,11.9,0
2020,Ram,1500 EcoDiesel,Pickup truck: Standard,3000.0,D,10.5,7.3,9.0,0
2020,Ram,1500 eTorque,Pickup truck: Standard,3600.0,G,11.9,9.4,10.8,0
2020,Ram,1500 HFE eTorque,Pickup truck: Standard,3600.0,G,11.6,9.0,10.4,0
2020,Ram,1500,Pickup truck: Standard,5700.0,G,16.2,10.5,13.6,0
2020,Ram,1500 eTorque,Pickup truck: Standard,5700.0,G,14.1,10.3,12.4,0
2020,Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3000.0,D,11.1,8.0,9.7,0
2020,Ram,1500 4X4 eTorque,Pickup truck: Standard,3600.0,G,12.2,9.7,11.1,0
2020,Ram,1500 4X4,Pickup truck: Standard,5700.0,G,16.1,11.0,13.8,0
2020,Ram,1500 4X4 eTorque,Pickup truck: Standard,5700.0,G,14.2,10.9,12.8,0
2020,Ram,1500 Classic,Pickup truck: Standard,3600.0,G,13.9,9.6,11.9,0
2020,Ram,1500 Classic,Pickup truck: Standard,5700.0,G,15.7,11.0,13.6,0
2020,Ram,1500 Classic 4X4,Pickup truck: Standard,3600.0,G,14.5,10.2,12.6,0
2020,Ram,1500 Classic 4X4,Pickup truck: Standard,5700.0,G,16.2,11.6,14.1,0
2020,Ram,ProMaster City,Special purpose vehicle,2400.0,G,11.2,8.3,9.9,0
2020,Rolls-Royce,Cullinan,Station wagon: Mid-size,6700.0,PG,20.1,12.1,16.5,0
2020,Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6700.0,PG,20.1,12.1,16.5,0
2020,Rolls-Royce,Dawn,Compact,6600.0,PG,20.4,13.1,17.1,0
2020,Rolls-Royce,Dawn Black Badge,Compact,6600.0,PG,20.4,13.1,17.1,0
2020,Rolls-Royce,Ghost,Full-size,6600.0,PG,20.4,13.1,17.1,0
2020,Rolls-Royce,Ghost EWB,Full-size,6600.0,PG,20.4,13.1,17.1,0
2020,Rolls-Royce,Phantom,Full-size,6700.0,PG,20.0,11.8,16.3,0
2020,Rolls-Royce,Phantom EWB,Full-size,6700.0,PG,20.0,11.8,16.3,0
2020,Rolls-Royce,Wraith,Mid-size,6600.0,PG,19.6,12.8,16.5,0
2020,Rolls-Royce,Wraith Black Badge,Mid-size,6600.0,PG,19.6,12.8,16.5,0
2020,Subaru,Ascent AWD,Sport utility vehicle: Standard,2400.0,G,11.6,9.0,10.4,0
2020,Subaru,BRZ,Minicompact,2000.0,PG,9.7,7.2,8.6,0
2020,Subaru,BRZ,Minicompact,2000.0,PG,11.2,8.2,9.9,0
2020,Subaru,BRZ tS,Minicompact,2000.0,PG,11.6,8.6,10.2,0
2020,Subaru,Crosstrek AWD,Sport utility vehicle: Small,2000.0,G,8.5,7.0,7.9,0
2020,Subaru,Crosstrek AWD,Sport utility vehicle: Small,2000.0,G,10.5,8.1,9.4,0
2020,Subaru,Forester AWD,Sport utility vehicle: Small,2500.0,G,9.0,7.2,8.2,0
2020,Subaru,Impreza 4-Door AWD,Mid-size,2000.0,G,8.3,6.4,7.5,0
2020,Subaru,Impreza 4-Door AWD,Mid-size,2000.0,G,10.1,7.6,9.0,0
2020,Subaru,Impreza 5-Door AWD,Station wagon: Small,2000.0,G,8.4,6.6,7.6,0
2020,Subaru,Impreza 5-Door AWD,Station wagon: Small,2000.0,G,10.1,7.7,9.0,0
2020,Subaru,Legacy AWD,Full-size,2400.0,G,9.9,7.3,8.7,0
2020,Subaru,Legacy AWD,Full-size,2500.0,G,8.8,6.7,7.9,0
2020,Subaru,Outback AWD,Sport utility vehicle: Small,2400.0,G,10.1,7.9,9.1,0
2020,Subaru,Outback AWD,Sport utility vehicle: Small,2500.0,G,9.0,7.1,8.2,0
2020,Subaru,WRX AWD,Compact,2000.0,PG,12.9,9.7,11.5,0
2020,Subaru,WRX AWD,Compact,2000.0,PG,11.3,8.5,10.1,0
2020,Subaru,WRX STI AWD,Compact,2500.0,PG,14.3,10.8,12.7,0
2020,Toyota,4Runner 4WD,Sport utility vehicle: Standard,4000.0,G,14.8,12.5,13.8,0
2020,Toyota,4Runner 4WD (Part-Time 4WD),Sport utility vehicle: Standard,4000.0,G,14.8,12.5,13.8,0
2020,Toyota,86,Minicompact,2000.0,PG,9.9,7.3,8.7,0
2020,Toyota,86,Minicompact,2000.0,PG,11.2,8.3,9.9,0
2020,Toyota,Avalon,Mid-size,3500.0,G,10.9,7.6,9.4,0
2020,Toyota,C-HR,Compact,2000.0,G,8.7,7.5,8.2,0
2020,Toyota,Camry,Mid-size,2500.0,G,8.1,5.7,6.9,0
2020,Toyota,Camry LE/SE,Mid-size,2500.0,G,8.5,6.1,7.4,0
2020,Toyota,Camry XLE/XSE,Mid-size,2500.0,G,8.6,6.3,7.6,0
2020,Toyota,Camry,Mid-size,3500.0,G,10.5,7.1,9.0,0
2020,Toyota,Camry XSE,Mid-size,3500.0,G,10.7,7.4,9.2,0
2020,Toyota,Camry TRD,Mid-size,3500.0,G,10.8,7.6,9.4,0
2020,Toyota,Camry AWD LE/SE,Mid-size,2500.0,G,9.3,6.8,8.2,0
2020,Toyota,Camry AWD XLE/XSE,Mid-size,2500.0,G,9.5,7.0,8.4,0
2020,Toyota,Camry Hybrid LE,Mid-size,2500.0,G,4.9,4.8,4.9,0
2020,Toyota,Camry Hybrid XLE/SE,Mid-size,2500.0,G,5.3,5.0,5.1,0
2020,Toyota,Corolla,Compact,1800.0,G,7.9,6.1,7.1,0
2020,Toyota,Corolla XLE,Compact,1800.0,G,8.1,6.3,7.3,0
2020,Toyota,Corolla,Compact,1800.0,G,8.0,6.0,7.1,0
2020,Toyota,Corolla,Compact,2000.0,G,7.6,5.8,6.7,0
2020,Toyota,Corolla XSE,Compact,2000.0,G,7.7,6.1,7.0,0
2020,Toyota,Corolla,Compact,2000.0,G,8.2,6.5,7.4,0
2020,Toyota,Corolla Hatchback,Compact,2000.0,G,7.5,5.8,6.7,0
2020,Toyota,Corolla Hatchback,Compact,2000.0,G,8.4,6.3,7.5,0
2020,Toyota,Corolla Hybrid,Compact,1800.0,G,4.4,4.5,4.5,0
2020,Toyota,GR Supra,Two-seater,3000.0,PG,9.9,7.7,8.9,0
2020,Toyota,Highlander,Sport utility vehicle: Small,3500.0,G,11.9,8.3,10.3,0
2020,Toyota,Highlander AWD,Sport utility vehicle: Small,3500.0,G,11.7,8.6,10.3,0
2020,Toyota,Highlander Hybrid AWD,Sport utility vehicle: Standard,2500.0,G,6.7,6.8,6.7,0
2020,Toyota,Highlander Hybrid AWD Limited/Platinum,Sport utility vehicle: Standard,2500.0,G,6.6,6.8,6.7,0
2020,Toyota,Prius,Mid-size,1800.0,G,4.4,4.7,4.5,0
2020,Toyota,Prius AWD,Mid-size,1800.0,G,4.5,4.9,4.7,0
2020,Toyota,Prius c,Compact,1500.0,G,4.9,5.5,5.1,0
2020,Toyota,RAV4,Sport utility vehicle: Small,2500.0,G,8.8,6.8,7.9,0
2020,Toyota,RAV4 AWD,Sport utility vehicle: Small,2500.0,G,9.2,7.1,8.2,0
2020,Toyota,RAV4 AWD TRD Off-Road,Sport utility vehicle: Small,2500.0,G,9.5,7.5,8.6,0
2020,Toyota,RAV4 Hybrid AWD,Sport utility vehicle: Small,2500.0,G,5.7,6.3,6.0,0
2020,Toyota,Sequoia 4WD,Sport utility vehicle: Standard,5700.0,G,18.5,13.9,16.4,0
2020,Toyota,Sienna,Minivan,3500.0,G,12.6,9.1,11.0,0
2020,Toyota,Sienna AWD,Minivan,3500.0,G,13.4,9.6,11.7,0
2020,Toyota,Tacoma,Pickup truck: Small,2700.0,G,12.1,10.1,11.2,0
2020,Toyota,Tacoma 4WD,Pickup truck: Small,2700.0,G,12.7,10.6,11.7,0
2020,Toyota,Tacoma 4WD,Pickup truck: Small,3500.0,G,13.0,10.5,11.9,0
2020,Toyota,Tacoma 4WD,Pickup truck: Small,3500.0,G,13.8,11.4,12.7,0
2020,Toyota,Tacoma 4WD D-Cab TRD Off-Road/Pro,Pickup truck: Small,3500.0,G,13.8,11.7,12.9,0
2020,Toyota,Tundra,Pickup truck: Standard,5700.0,G,17.7,13.6,15.9,0
2020,Toyota,Tundra 4WD,Pickup truck: Standard,5700.0,G,18.0,14.2,16.3,0
2020,Toyota,Yaris,Compact,1500.0,G,7.3,5.9,6.6,0
2020,Toyota,Yaris (SIL),Compact,1500.0,G,7.8,6.1,6.9,0
2020,Volkswagen,Arteon 4MOTION,Full-size,2000.0,PG,11.5,8.2,10.0,0
2020,Volkswagen,Atlas Cross Sport 4MOTION,Sport utility vehicle: Small,2000.0,G,12.8,10.4,11.7,0
2020,Volkswagen,Atlas Cross Sport 4MOTION,Sport utility vehicle: Small,3600.0,G,14.3,10.7,12.7,0
2020,Volkswagen,Golf,Compact,1400.0,G,8.1,6.6,7.4,0
2020,Volkswagen,Golf,Compact,1400.0,G,8.4,6.6,7.6,0
2020,Volkswagen,Golf GTI,Compact,2000.0,G,9.7,7.5,8.7,0
2020,Volkswagen,Golf GTI,Compact,2000.0,G,9.8,7.3,8.7,0
2020,Volkswagen,Jetta,Compact,1400.0,G,7.8,5.9,7.0,0
2020,Volkswagen,Jetta,Compact,1400.0,G,7.9,5.9,7.0,0
2020,Volkswagen,Jetta GLI,Compact,2000.0,G,9.3,7.2,8.4,0
2020,Volkswagen,Jetta GLI,Compact,2000.0,G,9.6,7.1,8.5,0
2020,Volkswagen,Passat,Mid-size,2000.0,G,10.2,6.9,8.7,0
2020,Volkswagen,Tiguan,Sport utility vehicle: Small,2000.0,G,10.5,8.1,9.4,0
2020,Volkswagen,Tiguan 4MOTION,Sport utility vehicle: Small,2000.0,G,11.5,8.7,10.2,0
2020,Volvo,S60 T5,Compact,2000.0,PG,10.5,7.1,8.9,0
2020,Volvo,S60 T6 AWD,Compact,2000.0,PG,11.0,7.4,9.4,0
2020,Volvo,S90 T6 AWD,Mid-size,2000.0,PG,11.3,7.5,9.6,0
2020,Volvo,V60 T5,Station wagon: Small,2000.0,PG,10.5,7.1,8.9,0
2020,Volvo,V60 T6 AWD,Station wagon: Small,2000.0,PG,11.0,7.4,9.4,0
2020,Volvo,V60 CC T5 AWD,Station wagon: Small,2000.0,PG,10.8,7.7,9.4,0
2020,Volvo,XC40 T4,Sport utility vehicle: Small,2000.0,G,10.1,7.2,8.8,0
2020,Volvo,XC40 T4 AWD,Sport utility vehicle: Small,2000.0,G,10.2,7.5,9.0,0
2020,Volvo,XC40 T5 AWD,Sport utility vehicle: Small,2000.0,PG,10.7,7.7,9.4,0
2020,Volvo,XC60 T5 AWD,Sport utility vehicle: Small,2000.0,PG,11.2,8.3,9.9,0
2020,Volvo,XC60 T6 AWD,Sport utility vehicle: Small,2000.0,PG,11.7,8.6,10.3,0
2020,Volvo,XC90 T5 AWD,Sport utility vehicle: Standard,2000.0,PG,11.2,8.3,9.9,0
2020,Volvo,XC90 T6 AWD,Sport utility vehicle: Standard,2000.0,PG,12.2,8.7,10.7,92750
2021,Acura,ILX,Compact,2400.0,PG,9.9,7.0,8.6,0
2021,Acura,NSX,Two-seater,3500.0,PG,11.1,10.8,11.0,0
2021,Acura,RDX SH-AWD,Sport utility vehicle: Small,2000.0,PG,11.0,8.6,9.9,0
2021,Acura,RDX SH-AWD A-SPEC,Sport utility vehicle: Small,2000.0,PG,11.3,9.1,10.3,0
2021,Acura,TLX SH-AWD,Compact,2000.0,PG,11.2,8.0,9.8,0
2021,Acura,TLX SH-AWD A-SPEC,Compact,2000.0,PG,11.3,8.1,9.8,0
2021,Acura,TLX Type S,Compact,3000.0,PG,12.3,9.4,11.0,0
2021,Acura,TLX Type S (Performance Tire),Compact,3000.0,PG,12.3,9.8,11.2,0
2021,Alfa Romeo,Giulia,Mid-size,2000.0,PG,10.0,7.2,8.7,0
2021,Alfa Romeo,Giulia AWD,Mid-size,2000.0,PG,10.5,7.7,9.2,0
2021,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2900.0,PG,13.5,9.3,11.6,0
2021,Alfa Romeo,Stelvio,Sport utility vehicle: Small,2000.0,PG,10.3,8.1,9.3,0
2021,Alfa Romeo,Stelvio AWD,Sport utility vehicle: Small,2000.0,PG,10.8,8.3,9.6,0
2021,Alfa Romeo,Stelvio AWD Quadrifoglio,Sport utility vehicle: Small,2900.0,PG,13.9,10.3,12.3,0
2021,Aston Martin,DB11 V8,Minicompact,4000.0,PG,13.0,9.8,11.5,0
2021,Aston Martin,DB11 AMR,Minicompact,5200.0,PG,15.5,10.6,13.3,0
2021,Aston Martin,DBS Superleggera,Minicompact,5200.0,PG,16.4,10.7,13.8,0
2021,Aston Martin,DBX V8,Sport utility vehicle: Standard,4000.0,PG,17.1,12.8,15.2,0
2021,Aston Martin,Vantage V8,Two-seater,4000.0,PG,13.1,9.6,11.5,0
2021,Aston Martin,Vantage V8,Two-seater,4000.0,PG,16.7,11.2,14.2,0
2021,Audi,A4 Sedan 40 TFSI quattro,Compact,2000.0,PG,9.3,7.0,8.3,45000
2021,Audi,A4 Sedan 45 TFSI quattro,Compact,2000.0,PG,9.8,7.6,8.8,0
2021,Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2000.0,PG,9.8,7.9,8.9,0
2021,Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2000.0,PG,10.4,7.5,9.1,0
2021,Audi,A5 Coupe 45 TFSI quattro,Subcompact,2000.0,PG,9.8,7.6,8.8,0
2021,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2000.0,PG,9.8,7.6,8.8,0
2021,Audi,A6 Sedan 45 TFSI quattro,Mid-size,2000.0,PG,10.3,7.8,9.2,0
2021,Audi,A6 Sedan 55 TFSI quattro,Mid-size,3000.0,PG,10.9,8.2,9.7,0
2021,Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3000.0,PG,11.8,9.1,10.6,0
2021,Audi,A7 Sportback 55 TFSI quattro,Mid-size,3000.0,PG,10.9,8.2,9.7,0
2021,Audi,A8 L Sedan 55 TFSI quattro,Full-size,3000.0,PG,13.5,8.9,11.5,0
2021,Audi,A8 L Sedan 60 TFSI quattro,Full-size,4000.0,PG,15.4,10.4,13.2,0
2021,Audi,Q3 40 TFSI quattro,Sport utility vehicle: Small,2000.0,G,10.6,7.7,9.3,0
2021,Audi,Q3 45 TFSI quattro,Sport utility vehicle: Small,2000.0,G,11.7,8.4,10.2,0
2021,Audi,Q5 45 TFSI quattro,Sport utility vehicle: Small,2000.0,PG,10.1,8.3,9.3,0
2021,Audi,Q5 Sportback 45 TFSI quattro,Sport utility vehicle: Small,2000.0,PG,10.1,8.3,9.3,0
2021,Audi,Q7 45 TFSI quattro,Sport utility vehicle: Standard,2000.0,PG,12.4,10.1,11.3,0
2021,Audi,Q7 55 TFSI quattro,Sport utility vehicle: Standard,3000.0,PG,13.4,10.4,12.0,0
2021,Audi,Q8 55 TFSI quattro,Sport utility vehicle: Standard,3000.0,PG,13.4,10.4,12.0,0
2021,Audi,R8 Coupe,Two-seater,5200.0,PG,17.2,10.2,14.1,0
2021,Audi,R8 Coupe quattro,Two-seater,5200.0,PG,17.6,12.0,15.1,0
2021,Audi,R8 Spyder,Two-seater,5200.0,PG,17.2,10.2,14.1,0
2021,Audi,R8 Spyder quattro,Two-seater,5200.0,PG,17.6,12.0,15.1,0
2021,Audi,RS 5 Coupe quattro,Subcompact,2900.0,PG,13.1,9.5,11.5,0
2021,Audi,RS 5 Sportback quattro,Mid-size,2900.0,PG,13.1,9.3,11.4,0
