"Model.year","Make","Model","Vehicle.class","Motor..kW.","Transmission","Fuel.type","City..kWh.100.km.","Highway..kWh.100.km.","Combined..kWh.100.km.","City..Le.100.km.","Highway..Le.100.km.","Combined..Le.100.km.","Range..km.","CO2.emissions..g.km.","CO2.rating","Smog.rating","Recharge.time..h."
2022,"Tesla","Model 3 Performance","Mid-size",321,"A1","B",17.8,19.6,18.6,2,2.2,2.1,507,0,"10","10",10
2022,"Tesla","Model S","Full-size",494,"A1","B",16.9,18.3,17.5,1.9,2.1,2,652,0,"10","10",15
2022,"Tesla","Model S Plaid (19"" Wheels)","Full-size",750,"A1","B",17.6,18.7,18.1,2,2.1,2,637,0,"10","10",15
2022,"Tesla","Model S Plaid (21"" Wheels)","Full-size",750,"A1","B",20.4,21.2,20.8,2.3,2.4,2.3,560,0,"10","10",15
2022,"Tesla","Model X","Sport utility vehicle: Standard",494,"A1","B",19.7,21.7,20.6,2.2,2.4,2.3,560,0,"10","10",14
2022,"Tesla","Model X Plaid (20"" Wheels)","Sport utility vehicle: Standard",750,"A1","B",20.4,22.5,21.4,2.3,2.5,2.4,536,0,"10","10",14
2022,"Tesla","Model X Plaid (22"" Wheels)","Sport utility vehicle: Standard",750,"A1","B",22.3,23.8,22.9,2.5,2.7,2.6,500,0,"10","10",14
2022,"Tesla","Model Y AWD","Sport utility vehicle: Small",291,"A1","B",16.3,18.1,17.1,1.8,2,1.9,449,0,"10","10",9
2022,"Tesla","Model Y Long Range AWD","Sport utility vehicle: Small",291,"A1","B",16.5,17.9,17.2,1.9,2,1.9,531,0,"10","10",10
2022,"Tesla","Model Y Performance","Sport utility vehicle: Small",312,"A1","B",18.2,19.8,18.9,2,2.2,2.1,488,0,"10","10",10
2022,"Volkswagen","ID.4 Pro","Sport utility vehicle: Small",150,"A1","B",18.7,22,20.2,2.1,2.5,2.3,422,0,"10","10",7.5
2022,"Volkswagen","ID.4 AWD Pro","Sport utility vehicle: Small",220,"A1","B",21,23.2,22,2.4,2.6,2.5,394,0,"10","10",7.5
2022,"Volvo","C40 Recharge Twin","Sport utility vehicle: Small",300,"A1","B",22.2,26.1,23.9,2.5,2.9,2.7,364,0,"10","10",8
2022,"Volvo","XC40 Recharge Twin","Sport utility vehicle: Small",300,"A1","B",22.8,26.6,24.5,2.6,3,2.8,359,0,"10","10",8
